tender_id,category,forecast_cutoff_at,exercise_end_at,source_url
2026-07-1,Category B,2026-07-06T12:00:00+08:00,2026-07-08T16:00:00+08:00,https://onemotoring.lta.gov.sg/content/dam/onemotoring/pdf/Circulars%20to%20ESAs/2025/Circular%2021-2025_COE%20Bidding%20Schedule%20for%20Year%202026.pdf
2026-07-2,Category A,2026-07-20T12:00:00+08:00,2026-07-22T16:00:00+08:00,https://onemotoring.lta.gov.sg/content/dam/onemotoring/pdf/Circulars%20to%20ESAs/2025/Circular%2021-2025_COE%20Bidding%20Schedule%20for%20Year%202026.pdf
2026-07-2,Category B,2026-07-20T12:00:00+08:00,2026-07-22T16:00:00+08:00,https://onemotoring.lta.gov.sg/content/dam/onemotoring/pdf/Circulars%20to%20ESAs/2025/Circular%2021-2025_COE%20Bidding%20Schedule%20for%20Year%202026.pdf
2026-08-1,Category A,2026-08-03T12:00:00+08:00,2026-08-05T16:00:00+08:00,https://onemotoring.lta.gov.sg/content/dam/onemotoring/pdf/Circulars%20to%20ESAs/2025/Circular%2021-2025_COE%20Bidding%20Schedule%20for%20Year%202026.pdf
2026-08-1,Category B,2026-08-03T12:00:00+08:00,2026-08-05T16:00:00+08:00,https://onemotoring.lta.gov.sg/content/dam/onemotoring/pdf/Circulars%20to%20ESAs/2025/Circular%2021-2025_COE%20Bidding%20Schedule%20for%20Year%202026.pdf
2026-08-2,Category A,2026-08-17T12:00:00+08:00,2026-08-19T16:00:00+08:00,https://onemotoring.lta.gov.sg/content/dam/onemotoring/pdf/Circulars%20to%20ESAs/2025/Circular%2021-2025_COE%20Bidding%20Schedule%20for%20Year%202026.pdf
2026-08-2,Category B,2026-08-17T12:00:00+08:00,2026-08-19T16:00:00+08:00,https://onemotoring.lta.gov.sg/content/dam/onemotoring/pdf/Circulars%20to%20ESAs/2025/Circular%2021-2025_COE%20Bidding%20Schedule%20for%20Year%202026.pdf
2026-09-1,Category A,2026-09-07T12:00:00+08:00,2026-09-09T16:00:00+08:00,https://onemotoring.lta.gov.sg/content/dam/onemotoring/pdf/Circulars%20to%20ESAs/2025/Circular%2021-2025_COE%20Bidding%20Schedule%20for%20Year%202026.pdf
2026-09-1,Category B,2026-09-07T12:00:00+08:00,2026-09-09T16:00:00+08:00,https://onemotoring.lta.gov.sg/content/dam/onemotoring/pdf/Circulars%20to%20ESAs/2025/Circular%2021-2025_COE%20Bidding%20Schedule%20for%20Year%202026.pdf
2026-09-2,Category A,2026-09-21T12:00:00+08:00,2026-09-23T16:00:00+08:00,https://onemotoring.lta.gov.sg/content/dam/onemotoring/pdf/Circulars%20to%20ESAs/2025/Circular%2021-2025_COE%20Bidding%20Schedule%20for%20Year%202026.pdf
2026-09-2,Category B,2026-09-21T12:00:00+08:00,2026-09-23T16:00:00+08:00,https://onemotoring.lta.gov.sg/content/dam/onemotoring/pdf/Circulars%20to%20ESAs/2025/Circular%2021-2025_COE%20Bidding%20Schedule%20for%20Year%202026.pdf
2026-10-1,Category A,2026-10-05T12:00:00+08:00,2026-10-07T16:00:00+08:00,https://onemotoring.lta.gov.sg/content/dam/onemotoring/pdf/Circulars%20to%20ESAs/2025/Circular%2021-2025_COE%20Bidding%20Schedule%20for%20Year%202026.pdf
2026-10-1,Category B,2026-10-05T12:00:00+08:00,2026-10-07T16:00:00+08:00,https://onemotoring.lta.gov.sg/content/dam/onemotoring/pdf/Circulars%20to%20ESAs/2025/Circular%2021-2025_COE%20Bidding%20Schedule%20for%20Year%202026.pdf
2026-10-2,Category A,2026-10-19T12:00:00+08:00,2026-10-21T16:00:00+08:00,https://onemotoring.lta.gov.sg/content/dam/onemotoring/pdf/Circulars%20to%20ESAs/2025/Circular%2021-2025_COE%20Bidding%20Schedule%20for%20Year%202026.pdf
2026-10-2,Category B,2026-10-19T12:00:00+08:00,2026-10-21T16:00:00+08:00,https://onemotoring.lta.gov.sg/content/dam/onemotoring/pdf/Circulars%20to%20ESAs/2025/Circular%2021-2025_COE%20Bidding%20Schedule%20for%20Year%202026.pdf
2026-11-1,Category A,2026-11-02T12:00:00+08:00,2026-11-04T16:00:00+08:00,https://onemotoring.lta.gov.sg/content/dam/onemotoring/pdf/Circulars%20to%20ESAs/2025/Circular%2021-2025_COE%20Bidding%20Schedule%20for%20Year%202026.pdf
2026-11-1,Category B,2026-11-02T12:00:00+08:00,2026-11-04T16:00:00+08:00,https://onemotoring.lta.gov.sg/content/dam/onemotoring/pdf/Circulars%20to%20ESAs/2025/Circular%2021-2025_COE%20Bidding%20Schedule%20for%20Year%202026.pdf
2026-11-2,Category A,2026-11-16T12:00:00+08:00,2026-11-18T16:00:00+08:00,https://onemotoring.lta.gov.sg/content/dam/onemotoring/pdf/Circulars%20to%20ESAs/2025/Circular%2021-2025_COE%20Bidding%20Schedule%20for%20Year%202026.pdf
2026-11-2,Category B,2026-11-16T12:00:00+08:00,2026-11-18T16:00:00+08:00,https://onemotoring.lta.gov.sg/content/dam/onemotoring/pdf/Circulars%20to%20ESAs/2025/Circular%2021-2025_COE%20Bidding%20Schedule%20for%20Year%202026.pdf
2026-12-1,Category A,2026-12-07T12:00:00+08:00,2026-12-09T16:00:00+08:00,https://onemotoring.lta.gov.sg/content/dam/onemotoring/pdf/Circulars%20to%20ESAs/2025/Circular%2021-2025_COE%20Bidding%20Schedule%20for%20Year%202026.pdf
2026-12-1,Category B,2026-12-07T12:00:00+08:00,2026-12-09T16:00:00+08:00,https://onemotoring.lta.gov.sg/content/dam/onemotoring/pdf/Circulars%20to%20ESAs/2025/Circular%2021-2025_COE%20Bidding%20Schedule%20for%20Year%202026.pdf
2026-12-2,Category A,2026-12-21T12:00:00+08:00,2026-12-23T16:00:00+08:00,https://onemotoring.lta.gov.sg/content/dam/onemotoring/pdf/Circulars%20to%20ESAs/2025/Circular%2021-2025_COE%20Bidding%20Schedule%20for%20Year%202026.pdf
2026-12-2,Category B,2026-12-21T12:00:00+08:00,2026-12-23T16:00:00+08:00,https://onemotoring.lta.gov.sg/content/dam/onemotoring/pdf/Circulars%20to%20ESAs/2025/Circular%2021-2025_COE%20Bidding%20Schedule%20for%20Year%202026.pdf
